NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
104,crc,zwujpczvig,10,01111010011101110111010101101010011100000110001101111010011101100110100101100111,80,0111101001110111011101010110101001110000011000110111101001110110011010010110011110111011111100100010111100110111,112,0111101001110111011101010110101001110000011000110111101001110110011010010110011110111011111100100010111100110111,0.001,0
105,crc,vcngohraqylcftk,15,011101100110001101101110011001110110111101101000011100100110000101110001011110010110110001100011011001100111010001101011,120,01110110011000110110111001100111011011110110100001110010011000010111000101111001011011000110001101100110011101000110101110100110000101000110111110101001,152,01110110011000110110111001100111011011110110100001110010011000010111000101111001011011000110001101100110011101000110101110100110000101000110111110101001,0.001,0
106,crc,fpfunxy,7,01100110011100000110011001110101011011100111100001111001,56,0110011001110000011001100111010101101110011110000111100110111000110011011010010101101111,88,0110011001110000011001100111010101101110011110000111100110111000110011011010010101101111,0.001,0
107,crc,vbfuhyxmxmvas,13,01110110011000100110011001110101011010000111100101111000011011010111100001101101011101100110000101110011,104,0111011001100010011001100111010101101000011110010111100001101101011110000110110101110110011000010111001110100011001111001100010001110110,136,0111011001100010011001100111010101101000011110010111100001101101011110000110110101110110011000010111001110100011001111001100010001110110,0.001,0
108,crc,oijrhig,7,01101111011010010110101001110010011010000110100101100111,56,0110111101101001011010100111001001101000011010010110011111111100111100000000010010010110,88,0110111101101001011010100111001001101000011010010110011111111100111100000000010010010110,0.001,0
109,crc,rpvusef,7,01110010011100000111011001110101011100110110010101100110,56,0111001001110000011101100111010101110011011001010110011000101101001001101101101111111010,88,0111001001110000011101100111010101110011011001010110011000101101001001101101101111111010,0.001,0
110,crc,aitrihstgf,10,01100001011010010111010001110010011010010110100001110011011101000110011101100110,80,0110000101101001011101000111001001101001011010000111001101110100011001110110011001011100001001001111101001000010,112,0110000101101001011101000111001001101001011010000111001101110100011001110110011001011100001001001111101001000010,0.001,0
111,crc,wnkfu,5,0111011101101110011010110110011001110101,40,011101110110111001101011011001100111010100000001011000110010011010100001,72,011101110110111001101011011001100111010100000001011000110010011010100001,0.001,0
112,crc,icxyuoft,8,0110100101100011011110000111100101110101011011110110011001110100,64,011010010110001101111000011110010111010101101111011001100111010001111000110011101001101000100100,96,011010010110001101111000011110010111010101101111011001100111010001111000110011101001101000100100,0.001,0
113,crc,jelarqgtxz,10,01101010011001010110110001100001011100100111000101100111011101000111100001111010,80,0110101001100101011011000110000101110010011100010110011101110100011110000111101010111001010110011100101111011110,112,0110101001100101011011000110000101110010011100010110011101110100011110000111101010111001010110011100101111011110,0.001,0
114,crc,kmtxxymdyvyk,12,011010110110110101110100011110000111100001111001011011010110010001111001011101100111100101101011,96,01101011011011010111010001111000011110000111100101101101011001000111100101110110011110010110101110110001110001111100001000110110,128,01101011011011010111010001111000011110000111100101101101011001000111100101110110011110010110101110110001110001111100001000110110,0.001,0
115,crc,wpwakefpm,9,011101110111000001110111011000010110101101100101011001100111000001101101,72,01110111011100000111011101100001011010110110010101100110011100000110110110000110100000001000101110010100,104,01110111011100000111011101100001011010110110010101100110011100000110110110000110100000001000101110010100,0.001,0
116,crc,iperwl,6,011010010111000001100101011100100111011101101100,48,01101001011100000110010101110010011101110110110000011000000111000110011010110011,80,01101001011100000110010101110010011101110110110000011000000111000110011010110011,0.001,0
117,crc,imlwclotq,9,011010010110110101101100011101110110001101101100011011110111010001110001,72,01101001011011010110110001110111011000110110110001101111011101000111000110000111101011101011100110110000,104,01101001011011010110110001110111011000110110110001101111011101000111000110000111101011101011100110110000,0.001,0
118,crc,wknsthgrws,10,01110111011010110110111001110011011101000110100001100111011100100111011101110011,80,0111011101101011011011100111001101110100011010000110011101110010011101110111001101010000110011110101111010111001,112,0111011101101011011011100111001101110100011010000110011101110010011101110111001101010000110011110101111010111001,0.001,0
119,crc,nflljmeug,9,011011100110011001101100011011000110101001101101011001010111010101100111,72,01101110011001100110110001101100011010100110110101100101011101010110011110000010010000000011111010100101,104,01101110011001100110110001101100011010100110110101100101011101010110011110000010010000000011111010100101,0.001,0
120,crc,roagr,5,0111001001101111011000010110011101110010,40,011100100110111101100001011001110111001011111011110101111110111110000000,72,011100100110111101100001011001110111001011111011110101111110111110000000,0.001,0
121,crc,fcyyyuedwjflaro,15,011001100110001101111001011110010111100101110101011001010110010001110111011010100110011001101100011000010111001001101111,120,01100110011000110111100101111001011110010111010101100101011001000111011101101010011001100110110001100001011100100110111101111010010000000111001101101000,152,01100110011000110111100101111001011110010111010101100101011001000111011101101010011001100110110001100001011100100110111101111010010000000111001101101000,0.001,0
122,crc,ozgeuevovocso,13,01101111011110100110011101100101011101010110010101110110011011110111011001101111011000110111001101101111,104,0110111101111010011001110110010101110101011001010111011001101111011101100110111101100011011100110110111101110100110101111100110110010111,136,0110111101111010011001110110010101110101011001010111011001101111011101100110111101100011011100110110111101110100110101111100110110010111,0.001,0
123,crc,ymbbyebtwzaz,12,011110010110110101100010011000100111100101100101011000100111010001110111011110100110000101111010,96,01111001011011010110001001100010011110010110010101100010011101000111011101111010011000010111101010111110101101100110110110011010,128,01111001011011010110001001100010011110010110010101100010011101000111011101111010011000010111101010111110101101100110110110011010,0.001,0
124,crc,yxrpwzfl,8,0111100101111000011100100111000001110111011110100110011001101100,64,011110010111100001110010011100000111011101111010011001100110110001101110101011110001001101101010,96,011110010111100001110010011100000111011101111010011001100110110001101110101011110001001101101010,0.001,0
125,crc,jggsubovowk,11,0110101001100111011001110111001101110101011000100110111101110110011011110111011101101011,88,011010100110011101100111011100110111010101100010011011110111011001101111011101110110101110100111110101011000111110111010,120,011010100110011101100111011100110111010101100010011011110111011001101111011101110110101110100111110101011000111110111010,0.001,0
126,crc,pjgwh,5,0111000001101010011001110111011101101000,40,011100000110101001100111011101110110100000000101111001001101101101001011,72,011100000110101001100111011101110110100000000101111001001101100101001011,0.001,1
127,crc,vbtzbkhhworp,12,011101100110001001110100011110100110001001101011011010000110100001110111011011110111001001110000,96,01110110011000100111010001111010011000100110101101101000011010000111011101101111011100100111000010001100110000001101000100111001,128,01110110011000100111010001111010011000100110101101101000011010000111011101101111011100100111000010001100110000001101100100111001,0.001,1
128,crc,bvszea,6,011000100111011001110011011110100110010101100001,48,01100010011101100111001101111010011001010110000110000000101111110011011001000101,80,01100010011101100111001101111010011001010110000110000000101111110011011001000101,0.001,0
129,crc,cdleobi,7,01100011011001000110110001100101011011110110001001101001,56,0110001101100100011011000110010101101111011000100110100111000100010000110000010111110011,88,0110001101100100011011000110010101101111011000100110100111000100010000110000010111110011,0.001,0
130,crc,qhbtkkpnojhgfqk,15,011100010110100001100010011101000110101101101011011100000110111001101111011010100110100001100111011001100111000101101011,120,01110001011010000110001001110100011010110110101101110000011011100110111101101010011010000110011101100110011100010110101110001010000111110111110101110110,152,01110001011010000110001001110100011010110110101101110000011011100110111101101010011010000110011101100110011100010110101110001010000111110111110101110110,0.001,0
131,crc,nyjvquidxff,11,0110111001111001011010100111011001110001011101010110100101100100011110000110011001100110,88,011011100111100101101010011101100111000101110101011010010110010001111000011001100110011000111100000010010011001010001100,120,011011100111100101101010011101100111000101110101011010010110010001111000011001100110011000111100000010010011001010001100,0.001,0
