NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
122,hamming,wjybussanngiqu,14,0111011101101010011110010110001001110101011100110111001101100001011011100110111001100111011010010111000101110101,112,11001110011101110101001111001010100010011101010111001101110011011100001011011100110111001100111011010010111000101110101,119,11001110011101110101001111001010100010011101010111001101110011011100001011011100110111001100111011010010111000101110101,0.001,0
123,hamming,xokazoenypdb,12,011110000110111101101011011000010111101001101111011001010110111001111001011100000110010001100010,96,1101111110000110011110110101101010000101111010011011110110010101110111001111001011100000110010001100010,103,1101111110000110011110110101101010000101111010011011110110010101110111001111001011100000110010001100010,0.001,0
124,hamming,grfqqfqvwyppijl,15,011001110111001001100110011100010111000101100110011100010111011001110111011110010111000001110000011010010110101001101100,120,1101110001110111100100110011001011000101110001011001100111000100111011001110111011110010111000001110000011010010110101001101100,127,1101110001110111100100110011001011000101110001011001100111000100111011001110111011110010111000001110000011010010110101001101100,0.001,0
125,hamming,qubwpibpsnq,11,0111000101110101011000100111011101110000011010010110001001110000011100110110111001110001,88,11011111000101111010101100010011110111011100000110100101100010011110000011100110110111001110001,95,11011111000101111010101100010011110111011100000110100101100010011110000011100110110111001110001,0.001,0
126,hamming,cthjz,5,0110001101110100011010000110101001111010,40,1101110000110110101000110100001010101001111010,46,1101111000110110101000110100001010101001111010,0.001,1
127,hamming,cpzwxgc,7,01100011011100000111101001110111011110000110011101100011,56,11001101001101101000001111010010110111011110000110011101100011,62,11001101001101101000001111011010110111011110000110011101100011,0.001,1
128,hamming,awcbgisi,8,0110000101110111011000110110001001100111011010010111001101101001,64,01001101000101101011101100011010100010011001110110100101110011001101001,71,01001101000101101011101100011010100010011001110110100101110011001101001,0.001,0
129,hamming,jrikzh,6,011010100111001001101001011010110111101001101000,48,000111011010011010010011010010101010110111101001101000,54,000111011010011010010011010010101010110111101001101000,0.001,0
130,hamming,xrnfhtsbmst,11,0111100001110010011011100110011001101000011101000111001101100010011011010111001101110100,88,10011111100001101001001101110011100110011010000111010001110011011100010011011010111001101110100,95,10011111100001101001001101110011100110011010000111010001110011011100010011011010111001101110100,0.001,0
131,hamming,dyspiqynz,9,011001000111100101110011011100000110100101110001011110010110111001111010,72,0001110001000110110010111001101111000001101001011100010111100100110111001111010,79,0001110001000110110010111001101111000001101001011100010111100100110111001111010,0.001,0
132,hamming,dhhxcs,6,011001000110100001101000011110000110001101110011,48,010011000100011001000011010000101110000110001101110011,54,010011000100011001000011010000101110000110001101110011,0.001,0
133,hamming,wsacnxaomwtc,12,011101110111001101100001011000110110111001111000011000010110111101101101011101110111010001100011,96,0101111101110110100110110000101110001101101110011110000110000101110111101101101011101110111010001100011,103,0101111101110110100110110000101110001101101110011110000110000101110111101101101011101110111010001100011,0.001,0
134,hamming,yhztvoaubycpx,13,01111001011010000111101001110100011101100110111101100001011101010110001001111001011000110111000001111000,104,000011101001011101000011110100101101000111011001101111011000010011101010110001001111001011000110111000001111000,111,000011101001011101000011110100101101000111011001101111011000010011101010110001001111001011000110111000001111000,0.001,0
135,hamming,jkucalrlsrivln,14,0110101001101011011101010110001101100001011011000111001001101100011100110111001001101001011101100110110001101110,112,10001101101001100101101110101010100011011000010110110001110010011101100011100110111001001101001011101100110110001101110,119,10001101101001100101101110101010100011011000010110110001110010011101100011100110111001001101001011101100110110001101110,0.001,0
136,hamming,ealrmgeunaprqax,15,011001010110000101101100011100100110110101100111011001010111010101101110011000010111000001110010011100010110000101111000,120,0000110101010110000010110110001011001001101101011001110110010101111010101101110011000010111000001110010011100010110000101111000,127,0000110101010110000010110110001011001001101101011001110110010101111010101101110011000010111000001110010011100010110000101111000,0.001,0
137,hamming,ksaiekncfzwnvbf,15,011010110111001101100001011010010110010101101011011011100110001101100110011110100111011101101110011101100110001001100110,120,0100110010110111100110110000101010100101100101011010110110111000110001101100110011110100111011101101110011101100110001001100110,127,0100110010110111100110110000101010100101100101011010110110111000110001101100110011110100111011101101110011101100110001001100110,0.001,0
138,hamming,nswogvmlw,9,011011100111001101110111011011110110011101110110011011010110110001110111,72,0101110111100110100110111011101010111101100111011101100110110100110110001110111,79,0101110111100110100110111011101010111101100111011101100110110100110110001110111,0.001,0
139,hamming,tzhueyhokhro,12,011101000111101001101000011101010110010101111001011010000110111101101011011010000111001001101111,96,1100111001000110110100110100001011010101100101011110010110100000110111101101011011010000111001001101111,103,1100111001000110110100110100001011010101100101011110010110100000110111101101011011010000111001001101111,0.001,0
140,hamming,rywflnxljyyzl,13,01110010011110010111011101100110011011000110111001111000011011000110101001111001011110010111101001101100,104,100111100010011111001011101110111001100110110001101110011110000111011000110101001111001011110010111101001101100,111,100111100010011111001011101110111001100110110001101110011110000111011000110101001111001011110010111100001101100,0.001,1
141,hamming,xhmadeb,7,01111000011010000110110101100001011001000110010101100010,56,11011110100001100100001101101010100001011001000110010101100010,62,11011110100001100100001101101010100001011001000110010101100010,0.001,0
142,hamming,udhwqssaup,10,01110101011001000110100001110111011100010111001101110011011000010111010101110000,80,100111110101011000100011010000111101110111000101110011011100110111000010111010101110000,87,100111110101011000100011010000111101110111000101110011011100110111000010111010101110000,0.001,0
143,hamming,xgqusox,7,01111000011001110111000101110101011100110110111101111000,56,01011110100001100011101110001011110101011100110110111101111000,62,01011110100001100011101110001011110101011100110110111101111000,0.001,0
144,hamming,wmbtfdnxcw,10,01110111011011010110001001110100011001100110010001101110011110000110001101110111,80,110011110111011101101011000100111101000110011001100100011011100011110000110001101110111,87,110011110111011101101011000100111101000110011001100100011011100011110000110001101110111,0.001,0
145,hamming,ovacpy,6,011011110111011001100001011000110111000001111001,48,010011001111011010110011000010111000110111000001111001,54,010011001111011010110011000010111000110111000001111001,0.001,0
146,hamming,ywprfr,6,011110010111011101110000011100100110011001110010,48,010011111001011010111011100000111100100110011001110010,54,010011111001011010111011100000111100100110011001110010,0.001,0
147,hamming,aergftgkxe,10,01100001011001010111001001100111011001100111010001100111011010110111100001100101,80,100011000001011000101011100100111001110110011001110100011001110111010110111100001100101,87,100011000001011000101011100100111001110110011001110100011001110111010110111100001100101,0.001,0
148,hamming,ksuascv,7,01101011011100110111010101100001011100110110001101110110,56,00011100101101101001101110101010100001011100110110001101110110,62,00011100101101101001101110101010100001011100110110001101110110,0.001,0
149,hamming,faxsmbptnmar,12,011001100110000101111000011100110110110101100010011100000111010001101110011011010110000101110010,96,0001110001100110000010111100001111001101101101011000100111000001111010001101110011011010110000101110010,103,0001110001100110000010111100001111001101101101011000100111000001111010001101110011011010110000101110010,0.001,0
150,hamming,xhrvyh,6,011110000110100001110010011101100111100101101000,48,100111101000011101000011100100101101100111100101101000,54,100111101000011101000011100100101101100111100101101000,0.001,0
151,hamming,exbegr,6,011001010111100001100010011001010110011101110010,48,000011000101011011000011000100101001010110011101110010,54,000011000101011011000011000100101001010110011101110010,0.001,0
152,hamming,iohzazdnibo,11,0110100101101111011010000111101001100001011110100110010001101110011010010110001001101111,88,10011101100101110111101101000011111010011000010111101001100100001101110011010010110001001101111,95,10011101100101110111101101000011111010011000010111101011100100001101110011010010110001001101111,0.001,1
153,hamming,ivsvsat,7,01101001011101100111001101110110011100110110000101110100,56,11001100100101101011001110011010110110011100110110000101110100,62,11001100100101101011001110011010110110011100110110000101110100,0.001,0
154,hamming,giqwcjusjujlabb,15,011001110110100101110001011101110110001101101010011101010111001101101010011101010110101001101100011000010110001001100010,120,1000110001110111010010111000101111011101100011011010100111010101111001101101010011101010110101001101100011000010110001001100010,127,1000110001110111010010111000101111011101100011011010100111010101111001101101010011101010110101001101100011000010110001001100010,0.001,0
